iteration,label,ranks,rank,overall_avg,overall_peak,job_avg,job_peak_rank,section_avg,section_peak,section_job_avg,section_job_peak_rank
0,seq_matvec,1,0,0.424911762,0.424911762,0.424911762,0.424911762,1.145831139,493.447529412,1.145831139,493.447529412
0,seq_matvec,1,0,0.394553784,0.394553784,0.394553784,0.394553784,1.133393350,493.447529412,1.133393350,493.447529412
0,seq_matvec,1,0,0.398092635,0.398092635,0.398092635,0.398092635,1.146862080,645.277538462,1.146862080,645.277538462
0,seq_matvec,1,0,0.408244501,0.408244501,0.408244501,0.408244501,1.143998799,699.050666667,1.143998799,699.050666667
0,seq_matvec,1,0,0.433094533,0.433094533,0.433094533,0.433094533,1.110425595,645.277538462,1.110425595,645.277538462
0,seq_matvec,1,0,0.406011713,0.406011713,0.406011713,0.406011713,1.107652947,493.447529412,1.107652947,493.447529412
0,seq_matvec,1,0,0.387071244,0.387071244,0.387071244,0.387071244,1.122771701,493.447529412,1.122771701,493.447529412
0,seq_matvec,1,0,0.420334118,0.420334118,0.420334118,0.420334118,1.090586765,493.447529412,1.090586765,493.447529412
0,seq_matvec,1,0,0.409160472,0.409160472,0.409160472,0.409160472,1.069083017,493.447529412,1.069083017,493.447529412
0,seq_matvec,1,0,0.419556267,0.419556267,0.419556267,0.419556267,1.095882508,524.288000000,1.095882508,524.288000000
0,seq_matvec,1,0,0.439470243,0.439470243,0.439470243,0.439470243,1.132839276,645.277538462,1.132839276,645.277538462
0,seq_matvec,1,0,0.413904771,0.413904771,0.413904771,0.413904771,1.087030238,524.288000000,1.087030238,524.288000000
0,seq_matvec,1,0,0.420797993,0.420797993,0.420797993,0.420797993,1.070902032,399.457523810,1.070902032,399.457523810
0,seq_matvec,1,0,0.412622135,0.412622135,0.412622135,0.412622135,1.093436131,493.447529412,1.093436131,493.447529412
0,seq_matvec,1,0,0.408244501,0.408244501,0.408244501,0.408244501,1.051440123,493.447529412,1.051440123,493.447529412
0,seq_matvec,1,0,0.395875790,0.395875790,0.395875790,0.395875790,1.015995685,493.447529412,1.015995685,493.447529412
0,seq_matvec,1,0,0.402736953,0.402736953,0.402736953,0.402736953,1.080063218,493.447529412,1.080063218,493.447529412
0,seq_matvec,1,0,0.405756409,0.405756409,0.405756409,0.405756409,1.060134514,493.447529412,1.060134514,493.447529412
0,seq_matvec,1,0,0.413476341,0.413476341,0.413476341,0.413476341,1.069888855,493.447529412,1.069888855,493.447529412
