N,I,T,serial_time_s,pth_time_s,speedup,efficiency,serial_times_all,pth_times_all,serial_cmd,pth_cmd,case_dir
500,10,4,0.022920307,0.022013580,1.041189,0.260297,0.022920307;0.029734496;0.029320416,0.022013580;0.029627529;0.032780996,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I10_T4
500,10,5,0.022442066,0.022510825,0.996946,0.199389,0.022442066;0.029645204;0.036607024,0.022510825;0.030071748;0.029321336,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I10_T5
500,10,6,0.022997443,0.023910606,0.961809,0.160302,0.022997443;0.029573074;0.032990743,0.023910606;0.029698432;0.034582700,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I10_T6
500,10,7,0.023617490,0.023237636,1.016346,0.145192,0.023617490;0.028918085;0.027284752,0.023237636;0.028529955;0.031975925,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I10_T7
500,10,8,0.024191665,0.023171841,1.044011,0.130501,0.024191665;0.037156372;0.027076639,0.023171841;0.032144090;0.029836050,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I10_T8
600,5,1,0.021159164,0.021235788,0.996392,0.996392,0.021159164;0.021162638;0.027580625,0.021235788;0.029502068;0.038822370,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I5_T1
600,5,2,0.021753312,0.020504342,1.060912,0.530456,0.021753312;0.022507108;0.023881813,0.020504342;0.025217909;0.025451912,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I5_T2
600,5,3,0.020896459,0.019640849,1.063928,0.354643,0.020896459;0.024714460;0.024582188,0.019640849;0.026095804;0.026386290,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I5_T3
600,5,4,0.021044357,0.019536462,1.077184,0.269296,0.021044357;0.022536830;0.021947277,0.019536462;0.026432867;0.026158007,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I5_T4
600,5,5,0.021012490,0.019942571,1.053650,0.210730,0.022752755;0.021012490;0.026457585,0.019942571;0.025006581;0.027574795,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I5_T5
600,5,6,0.020918317,0.020938643,0.999029,0.166505,0.022062900;0.020918317;0.024677996,0.020938643;0.030100926;0.028442169,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I5_T6
600,5,7,0.022394140,0.019529209,1.146700,0.163814,0.022992171;0.023194409;0.022394140,0.019529209;0.027107401;0.023846677,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I5_T7
600,5,8,0.023666807,0.022313041,1.060672,0.132584,0.024010611;0.023916131;0.023666807,0.022313041;0.023591632;0.027441195,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I5_T8
600,6,1,0.022382395,0.025240890,0.886751,0.886751,0.022382395;0.030503359;0.024202022,0.025240890;0.030102254;0.031719951,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I6_T1
600,6,2,0.023762105,0.022269529,1.067023,0.533512,0.023762105;0.026576374;0.029120891,0.022269529;0.029136824;0.027685208,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I6_T2
600,6,3,0.022967044,0.024840807,0.924569,0.308190,0.022967044;0.027166744;0.024263408,0.024840807;0.025248346;0.028084372,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I6_T3
600,6,4,0.024757359,0.021362933,1.158893,0.289723,0.025027826;0.024757359;0.026534802,0.021362933;0.028886786;0.035068005,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I6_T4
600,6,5,0.024681366,0.021626251,1.141269,0.228254,0.024681366;0.026590367;0.024836824,0.021626251;0.029116295;0.031076365,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I6_T5
600,6,6,0.023772625,0.022660318,1.049086,0.174848,0.023772625;0.025375511;0.032191226,0.022660318;0.027512693;0.026851846,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I6_T6
600,6,7,0.023435358,0.022451236,1.043834,0.149119,0.023435358;0.026028494;0.028111847,0.022451236;0.027239672;0.039219086,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I6_T7
600,6,8,0.021975060,0.021562004,1.019157,0.127395,0.021975060;0.028847257;0.025390118,0.021562004;0.027662738;0.028991071,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I6_T8
600,7,1,0.026259535,0.026247074,1.000475,1.000475,0.031403214;0.026259535;0.029885002,0.026247074;0.033580333;0.034521657,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I7_T1
600,7,2,0.026244418,0.024333579,1.078527,0.539263,0.026244418;0.030175080;0.028771469,0.024333579;0.034364055;0.032897832,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I7_T2
600,7,3,0.026015522,0.024042582,1.082060,0.360687,0.026015522;0.032086839;0.029356426,0.024042582;0.031119469;0.038453442,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I7_T3
600,7,4,0.024939372,0.023984872,1.039796,0.259949,0.024939372;0.032503570;0.026247891,0.023984872;0.030360158;0.034104210,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I7_T4
600,7,5,0.025764359,0.024081701,1.069873,0.213975,0.025764359;0.038845456;0.025872934,0.024081701;0.033640391;0.043877803,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I7_T5
600,7,6,0.026476685,0.026007657,1.018034,0.169672,0.026476685;0.029855892;0.031505456,0.026007657;0.028688429;0.030968403,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I7_T6
600,7,7,0.024948769,0.025063678,0.995415,0.142202,0.024948769;0.032403167;0.029855075,0.025063678;0.029708606;0.037653174,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I7_T7
600,7,8,0.026209690,0.024769105,1.058161,0.132270,0.027252848;0.026209690;0.026909248,0.024769105;0.032949924;0.030750640,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I7_T8
600,8,1,0.030330026,0.028367709,1.069174,1.069174,0.030330026;0.035337962;0.043038211,0.028367709;0.039531737;0.036103401,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I8_T1
600,8,2,0.028515506,0.027001277,1.056080,0.528040,0.028515506;0.035831707;0.032821329,0.027001277;0.034846974;0.038930131,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I8_T2
600,8,3,0.031584616,0.025471931,1.239977,0.413326,0.031584616;0.036422180;0.034415022,0.025471931;0.044581447;0.033527833,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I8_T3
600,8,4,0.028359333,0.028574441,0.992472,0.248118,0.028359333;0.036339855;0.035353589,0.028574441;0.033635080;0.043382934,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I8_T4
600,8,5,0.027702776,0.027329760,1.013649,0.202730,0.027702776;0.037434798;0.034451998,0.027329760;0.031646409;0.037190070,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I8_T5
600,8,6,0.027891940,0.026321636,1.059658,0.176610,0.027891940;0.038595315;0.033224680,0.026321636;0.035705258;0.037217546,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I8_T6
600,8,7,0.028172008,0.028368015,0.993091,0.141870,0.028172008;0.033225497;0.041270061,0.028368015;0.031807689;0.035963366,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I8_T7
600,8,8,0.028326036,0.027169094,1.042583,0.130323,0.028326036;0.037556957;0.033118762,0.027169094;0.038574070;0.041976463,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I8_T8
600,9,1,0.029644666,0.034092056,0.869548,0.869548,0.029644666;0.037830591;0.034926439,0.034092056;0.045671998;0.042189221,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I9_T1
600,9,2,0.030928773,0.030043524,1.029466,0.514733,0.030928773;0.037610786;0.033821691,0.030043524;0.044286875;0.039224602,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I9_T2
600,9,3,0.031243773,0.028850015,1.082973,0.360991,0.031243773;0.038489089;0.037751841,0.028850015;0.036495619;0.041770139,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I9_T3
600,9,4,0.029730501,0.029507692,1.007551,0.251888,0.029730501;0.039864700;0.036000652,0.029507692;0.037266904;0.042744168,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I9_T4
600,9,5,0.032015916,0.029090744,1.100553,0.220111,0.032015916;0.036195201;0.036697437,0.029090744;0.037774445;0.040405602,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I9_T5
600,9,6,0.031280364,0.028894358,1.082577,0.180429,0.031280364;0.037875138;0.035208785,0.028894358;0.036067372;0.038402573,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I9_T6
600,9,7,0.030286092,0.029330997,1.032563,0.147509,0.030286092;0.034813260;0.041682565,0.029330997;0.038778409;0.099853340,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I9_T7
600,9,8,0.031615392,0.031874519,0.991870,0.123984,0.031615392;0.043788428;0.042010657,0.031874519;0.036575424;0.038830744,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I9_T8
600,10,1,0.035015563,0.033628521,1.041246,1.041246,0.035015563;0.043340976;0.040432534,0.033628521;0.044368301;0.046678303,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I10_T1
600,10,2,0.032479182,0.031258634,1.039047,0.519523,0.037867690;0.032479182;0.048899039,0.031258634;0.044974290;0.049337207,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I10_T2
600,10,3,0.033875609,0.031194974,1.085932,0.361977,0.033875609;0.040930894;0.048151346,0.031194974;0.041780809;0.040897228,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I10_T3
600,10,4,0.032780340,0.031230476,1.049627,0.262407,0.032780340;0.041348149;0.047955879,0.031230476;0.040423148;0.040238088,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I10_T4
600,10,5,0.033491000,0.032690869,1.024476,0.204895,0.033491000;0.047918540;0.040566892,0.032690869;0.039516511;0.041711335,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I10_T5
600,10,6,0.039073956,0.031265265,1.249756,0.208293,0.039139757;0.039073956;0.040517005,0.031265265;0.040107708;0.040338371,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I10_T6
600,10,7,0.033597813,0.031791680,1.056811,0.150973,0.033597813;0.045021423;0.038100496,0.031791680;0.040882640;0.041182981,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I10_T7
600,10,8,0.034309697,0.031616106,1.085197,0.135650,0.034309697;0.044167121;0.039523856,0.031616106;0.040922732;0.038557335,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N600_I10_T8
700,5,1,0.027530984,0.030748848,0.895350,0.895350,0.027530984;0.031052251;0.040273182,0.030748848;0.036647551;0.032920003,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N700_I5_T1
700,5,2,0.028138096,0.026199033,1.074013,0.537006,0.028138096;0.030496352;0.030733953,0.026199033;0.032485507;0.035775803,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N700_I5_T2
700,5,3,0.027367551,0.025129472,1.089062,0.363021,0.027367551;0.032862465;0.030391580,0.025129472;0.030649278;0.039825015,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N700_I5_T3
700,5,4,0.026377463,0.025453788,1.036288,0.259072,0.026377463;0.038066830;0.027732879,0.025453788;0.032883481;0.031455530,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N700_I5_T4
700,5,5,0.027522925,0.025140082,1.094783,0.218957,0.027522925;0.037161519;0.030472072,0.025140082;0.033942329;0.031678746,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N700_I5_T5
