N,I,T,serial_time_s,pth_time_s,speedup,efficiency,serial_times_all,pth_times_all,serial_cmd,pth_cmd,case_dir
400,7,8,0.013353420,0.012430586,1.074239,0.134280,0.013353420;0.015573263;0.015198377,0.012430586;0.018296080;0.018561030,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I7_T8
400,8,1,0.012785687,0.013597566,0.940292,0.940292,0.012785687;0.015707471;0.015291691,0.013597566;0.017663282;0.019044934,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I8_T1
400,8,2,0.012977821,0.012642096,1.026556,0.513278,0.012977821;0.022037289;0.015999854,0.012642096;0.018416827;0.016867210,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I8_T2
400,8,3,0.012746729,0.013220334,0.964176,0.321392,0.012746729;0.015255181;0.016410127,0.013220334;0.018104354;0.022149470,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I8_T3
400,8,4,0.014444221,0.013082862,1.104057,0.276014,0.015544810;0.014444221;0.015425899,0.013082862;0.016033406;0.023444233,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I8_T4
400,8,5,0.013403800,0.014078717,0.952061,0.190412,0.013403800;0.015821997;0.018163810,0.014078717;0.015920001;0.017035379,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I8_T5
400,8,6,0.013270306,0.013489057,0.983783,0.163964,0.013270306;0.016154866;0.017209972,0.013489057;0.022567494;0.017782498,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I8_T6
400,8,7,0.012719398,0.013943795,0.912191,0.130313,0.012719398;0.017825127;0.015659234,0.013943795;0.018123628;0.017703972,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I8_T7
400,8,8,0.014769441,0.018116694,0.815239,0.101905,0.014769441;0.015887061;0.018231321,0.018282823;0.019467854;0.018116694,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 8,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 8 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I8_T8
400,9,1,0.014125016,0.015172371,0.930970,0.930970,0.014125016;0.016976229;0.019094803,0.015172371;0.029275360;0.026148082,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I9_T1
400,9,2,0.014900589,0.014352742,1.038170,0.519085,0.014900589;0.024284565;0.016651008,0.014352742;0.021029504;0.017672154,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I9_T2
400,9,3,0.015127908,0.014393841,1.050999,0.350333,0.015127908;0.018164524;0.017866940,0.014393841;0.019953899;0.020109932,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I9_T3
400,9,4,0.015191850,0.014895184,1.019917,0.254979,0.015191850;0.024531055;0.019813878,0.014895184;0.017944344;0.019558311,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I9_T4
400,9,5,0.015720525,0.014628196,1.074673,0.214935,0.015720525;0.021366044;0.017558852,0.014628196;0.017987176;0.019478358,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I9_T5
400,9,6,0.014506225,0.015049688,0.963889,0.160648,0.014506225;0.020648498;0.016617049,0.015049688;0.019142224;0.021552671,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I9_T6
400,9,7,0.015227748,0.014906708,1.021537,0.145934,0.015227748;0.019420839;0.018706864,0.014906708;0.024063366;0.018735724,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I9_T7
400,9,8,0.015161256,0.016537196,0.916797,0.114600,0.015161256;0.019195051;0.017640846,0.016537196;0.019289589;0.027956019,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 9,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 9 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I9_T8
400,10,1,0.015453434,0.019346189,0.798784,0.798784,0.015453434;0.021578371;0.020770163,0.019346189;0.020412308;0.022804296,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I10_T1
400,10,2,0.016574318,0.015925611,1.040734,0.520367,0.016574318;0.020092901;0.017969534,0.015925611;0.021313727;0.019500283,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I10_T2
400,10,3,0.015805884,0.016681603,0.947504,0.315835,0.015805884;0.019703023;0.018344828,0.016681603;0.019503547;0.019873232,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I10_T3
400,10,4,0.016552188,0.014995229,1.103830,0.275958,0.016552188;0.018401632;0.018619159,0.014995229;0.025516813;0.020876939,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I10_T4
400,10,5,0.015476992,0.015755811,0.982304,0.196461,0.015476992;0.025565459;0.018593664,0.015755811;0.022764218;0.019279697,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I10_T5
400,10,6,0.016997033,0.016227580,1.047416,0.174569,0.016997033;0.018330244;0.020420569,0.016227580;0.019723828;0.021373999,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I10_T6
400,10,7,0.015286285,0.017059651,0.896049,0.128007,0.015286285;0.021354724;0.028209954,0.017059651;0.019795114;0.024364009,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I10_T7
400,10,8,0.015987106,0.016937884,0.943867,0.117983,0.015987106;0.019675386;0.019222586,0.016937884;0.021726142;0.020960564,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 10,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 10 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N400_I10_T8
500,5,1,0.015057132,0.014349988,1.049278,1.049278,0.015339113;0.015057132;0.017690715,0.014349988;0.022252166;0.018622932,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I5_T1
500,5,2,0.015828320,0.014022014,1.128819,0.564410,0.015941417;0.019116627;0.015828320,0.014022014;0.017776584;0.017850419,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I5_T2
500,5,3,0.015614055,0.015864116,0.984237,0.328079,0.016389017;0.015938460;0.015614055,0.015864116;0.018352375;0.018814863,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I5_T3
500,5,4,0.014518973,0.015387554,0.943553,0.235888,0.014518973;0.017713865;0.015565615,0.015387554;0.016316303;0.017957194,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I5_T4
500,5,5,0.014528967,0.014431676,1.006741,0.201348,0.014528967;0.016739325;0.016355771,0.014431676;0.016441742;0.021339631,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I5_T5
500,5,6,0.014938221,0.014925677,1.000840,0.166807,0.014938221;0.015156157;0.021828634,0.014925677;0.017169995;0.018356657,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I5_T6
500,5,7,0.014662156,0.014009165,1.046612,0.149516,0.014662156;0.017809218;0.015645975,0.014009165;0.018911236;0.017729570,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I5_T7
500,5,8,0.014948725,0.015794612,0.946445,0.118306,0.014948725;0.017063083;0.016257120,0.015794612;0.018027254;0.024765432,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 5,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 5 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I5_T8
500,6,1,0.017548809,0.017744355,0.988980,0.988980,0.017548809;0.018301162;0.019851229,0.017744355;0.020800764;0.025638443,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I6_T1
500,6,2,0.016910167,0.016618073,1.017577,0.508788,0.016910167;0.017471979;0.020404461,0.016618073;0.021057406;0.027561725,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I6_T2
500,6,3,0.017581093,0.015629512,1.124865,0.374955,0.017581093;0.019319045;0.018101222,0.015629512;0.023018081;0.019850821,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I6_T3
500,6,4,0.016136053,0.015378182,1.049282,0.262321,0.016136053;0.020893735;0.020657731,0.015378182;0.019212179;0.019600718,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I6_T4
500,6,5,0.016228207,0.016093244,1.008386,0.201677,0.016228207;0.017772145;0.017927437,0.016093244;0.020669174;0.020199004,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I6_T5
500,6,6,0.017151178,0.015973710,1.073713,0.178952,0.017151178;0.018568939;0.018294113,0.015973710;0.023035653;0.023798324,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I6_T6
500,6,7,0.016254055,0.018812403,0.864007,0.123430,0.016254055;0.031129680;0.071753783,0.018812403;0.023328053;0.022246214,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 7 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I6_T7
500,6,8,0.017362048,0.016533275,1.050128,0.131266,0.018041455;0.020522871;0.017362048,0.016533275;0.025563249;0.022140676,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 6,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 6 -I initial.dat -o pth_final.dat -t 8 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I6_T8
500,7,1,0.019315572,0.020074259,0.962206,0.962206,0.019315572;0.023018285;0.028337270,0.020074259;0.025273607;0.025022176,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 1 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I7_T1
500,7,2,0.018301571,0.020039114,0.913292,0.456646,0.018301571;0.025172565;0.020807302,0.020039114;0.024643445;0.022885979,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 2 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I7_T2
500,7,3,0.018376152,0.017620836,1.042865,0.347622,0.018376152;0.032107924;0.021362577,0.017620836;0.026323163;0.022532178,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 3 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I7_T3
500,7,4,0.019505397,0.017791249,1.096348,0.274087,0.019505397;0.020622994;0.030151336,0.017791249;0.020593980;0.024622909,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 4 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I7_T4
500,7,5,0.018151590,0.017967997,1.010218,0.202044,0.018151590;0.024231817;0.022060986,0.017967997;0.023633939;0.024022376,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 5 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I7_T5
500,7,6,0.018438882,0.018085080,1.019563,0.169927,0.018438882;0.022028190;0.020509998,0.018085080;0.023620147;0.030795904,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/stencil-2d initial.dat serial_final.dat 7,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/code/pth-stencil-2d -n 7 -I initial.dat -o pth_final.dat -t 6 -s pth_stack.dat,/home/chief/github/CCUCoding/CSCI473/Code/stencil_proj/data/N500_I7_T6
