N,P,trial,elapsed_seconds,absorbed,transmitted,reflected
1600000,1,0,0.09827075000021068,745119,372846,482035
1600000,1,1,0.09903456600022764,745927,371615,482458
1600000,1,2,0.09900329800029795,744853,371827,483320
1600000,1,3,0.09704122299990559,744601,371813,483586
1600000,1,4,0.09867525100025887,745712,371194,483094
1600000,2,0,0.05057907099990189,745412,372573,482015
1600000,2,1,0.04945181199991566,745045,371938,483017
1600000,2,2,0.05074712499981615,744067,372540,483393
1600000,2,3,0.05006881200006319,744717,371006,484277
1600000,2,4,0.05022518099985973,744194,372085,483721
1600000,3,0,0.03374089899989485,744540,372796,482664
1600000,3,1,0.03329804700024397,744560,372396,483044
1600000,3,2,0.03399077399990347,744420,372518,483062
1600000,3,3,0.033248473000185186,744858,371296,483846
1600000,3,4,0.03345288699983939,744806,371658,483536
1600000,4,0,0.025189785999828018,744566,373161,482273
1600000,4,1,0.025868617000014638,744733,372605,482662
1600000,4,2,0.025098611999965215,744819,372167,483014
1600000,4,3,0.02523343399980149,745546,371150,483304
1600000,4,4,0.025090989000091213,744507,371946,483547
1600000,5,0,0.021129838999968342,744441,372628,482931
1600000,5,1,0.02089039500015133,745249,372371,482380
1600000,5,2,0.02049164500022016,744955,372306,482739
1600000,5,3,0.02139334699995743,745215,371377,483408
1600000,5,4,0.021375881000039954,743748,372438,483814
1600000,6,0,0.01757400199994663,744377,372581,483042
1600000,6,1,0.017387703000167676,745052,372152,482796
1600000,6,2,0.017919454000093538,745381,372484,482135
1600000,6,3,0.017454796000038186,744893,371930,483177
1600000,6,4,0.018556430999979057,743897,372523,483580
1600000,7,0,0.015386204000151338,744142,373047,482811
1600000,7,1,0.01649474799978634,745188,371917,482895
1600000,7,2,0.015014623000297433,745767,372263,481970
1600000,7,3,0.01598611199960942,745257,371772,482971
1600000,7,4,0.014892230999976164,744001,372682,483317
1600000,8,0,0.01460554699997374,743834,373241,482925
1600000,8,1,0.014024897000126657,744818,371948,483234
1600000,8,2,0.014253732999804924,745679,371947,482374
1600000,8,3,0.014257785999689077,745540,371471,482989
1600000,8,4,0.014940475000003062,743977,373038,482985
1600000,9,0,0.013451255000290985,743932,373012,483056
1600000,9,1,0.0153621149997889,745157,371471,483372
1600000,9,2,0.014073060999635345,745598,372438,481964
1600000,9,3,0.014165293999667483,745606,371776,482618
1600000,9,4,0.016000392000023567,743946,372875,483179
1600000,10,0,0.012981790000139881,744165,372885,482950
1600000,10,1,0.014440287000070384,745146,371604,483250
1600000,10,2,0.014504654000120354,745319,372426,482255
1600000,10,3,0.014513824000005116,745534,371976,482490
1600000,10,4,0.014555027999904269,743883,372620,483497
1600000,11,0,0.013500473999556561,744557,372614,482829
1600000,11,1,0.013246171999981016,745314,371512,483174
1600000,11,2,0.013291191999996954,745111,372420,482469
1600000,11,3,0.013306846999967092,745263,372447,482290
1600000,11,4,0.01284981400021934,743877,372852,483271
1600000,12,0,0.013048810000327649,744156,372616,483228
1600000,12,1,0.012800258000424947,745065,371585,483350
1600000,12,2,0.012699969000095734,745268,372119,482613
1600000,12,3,0.01239991900001769,745413,372576,482011
1600000,12,4,0.012705214000106935,744069,372637,483294
1600000,13,0,0.011856102999900031,744029,372449,483522
1600000,13,1,0.011804657000084262,745300,371479,483221
1600000,13,2,0.011520421000113856,745172,372484,482344
1600000,13,3,0.011449048999566003,745500,372692,481808
1600000,13,4,0.011499190999984421,744315,372876,482809
1600000,14,0,0.010936912000033772,744462,372277,483261
1600000,14,1,0.011317034000057902,745441,371364,483195
1600000,14,2,0.011489389999951527,745418,372347,482235
1600000,14,3,0.011145414999646164,745302,372841,481857
1600000,14,4,0.011221349000152259,744175,373066,482759
1600000,15,0,0.011215906999950676,744320,372232,483448
1600000,15,1,0.010506636000172875,745192,371372,483436
1600000,15,2,0.01070420699988972,745057,372443,482500
1600000,15,3,0.010411064999971131,745403,373008,481589
1600000,15,4,0.010836663000191038,744182,373249,482569
1600000,16,0,0.010259625999879063,744463,372192,483345
1600000,16,1,0.010328537000077631,745137,371385,483478
1600000,16,2,0.010490875999948912,744965,372546,482489
1600000,16,3,0.010380147000432771,745598,372672,481730
1600000,16,4,0.010357468000165682,744383,372905,482712
1600000,17,0,0.010040695000043343,744362,372717,482921
1600000,17,1,0.010213593000116816,745108,371400,483492
1600000,17,2,0.009973460999844974,745233,372441,482326
1600000,17,3,0.010082181000143464,745479,373010,481511
1600000,17,4,0.009724314999857597,744211,372976,482813
1600000,18,0,0.009490911000284541,744726,372664,482610
1600000,18,1,0.009657402999891929,744672,371814,483514
1600000,18,2,0.009374116999879334,744980,372392,482628
1600000,18,3,0.009539658999983658,745313,373239,481448
